Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
248.6235873,-4.416116638,7.01935318,10.12299911,13.08619564
248.6336493,-5.764812012,6.731352081,9.949958954,13.32463289
248.6437103,-5.301525421,5.847889252,9.58771225,12.41886495
248.6537723,-4.361480255,5.075495453,9.729617157,11.80883627
248.6638333,-3.47277832,4.944667511,10.40351578,12.03092127
248.6738953,-2.434387665,5.143903198,11.45208527,12.78812888
248.6839563,-1.286275177,5.300926666,12.53568192,13.67105148
248.6940183,-0.660726013,4.983885956,13.17545151,14.1020637
248.7040793,-0.735270996,4.211941223,13.42603043,14.09039976
248.7141413,-1.050814819,3.341501312,13.31526077,13.76829736
248.7242023,-1.657802582,2.701582031,12.59645554,12.98913188
248.7342643,-2.496807861,2.253414001,11.41675873,11.90186137
248.7443253,-3.047063599,1.874551849,10.46369064,11.05836168
248.7543873,-3.165617065,1.738933868,9.771979065,10.4180899
248.7644483,-2.861000519,1.98098053,9.38877594,10.01292772
248.7745107,-2.27811264,2.340233459,9.302405548,9.859068862
248.7845717,-1.573378143,2.70292923,9.42859314,9.933766345
248.7946337,-0.90561676,3.080444183,9.505533142,10.03316692
248.8046947,-0.55115387,3.542832642,9.675878906,10.31882098
248.8147567,-0.39667511,3.875141602,10.0715062,10.7985791
248.8248177,-0.250878296,3.917653198,10.44453049,11.15791932
248.8348797,0.024249573,3.848347321,10.37582336,11.06652952
248.8449407,0.399968262,3.593876495,9.823022919,10.4674592
248.8550027,0.752634888,3.336411896,9.138197021,9.757292064
248.8650637,0.980012054,3.378624115,8.520431671,9.21809527
248.8751257,0.765059052,3.471131744,8.076155548,8.823738401
248.8851867,0.346230011,3.49268692,7.677684174,8.441893829
248.8952487,-0.194146271,3.414549408,6.932833099,7.730524899
248.9053097,-0.918190613,3.257675629,5.393134918,6.367215149
248.9153717,-1.310674438,3.249442749,5.778433685,6.757739379
248.9254327,-1.375789032,3.163671112,5.508544922,6.499667493
248.9354947,-1.251846771,2.903811493,5.414390717,6.270156964
248.9455557,-1.308279419,2.849025421,5.416486359,6.25834366
248.9556177,-1.575174408,2.990032196,5.933660889,6.828601503
248.9656787,-2.03831131,3.212769012,7.115752716,8.069109891
248.9757407,-2.233804779,3.356021118,7.719746704,8.709032708
248.9858017,-2.372865601,3.505410461,7.758665771,8.838285366
248.9958637,-2.426603851,3.915856934,7.123835907,8.483594745
249.0059247,-2.335293732,4.386478271,6.139782257,7.898842612
249.0159867,-2.33664093,4.64873291,5.574557648,7.625372219
249.0260477,-2.34487381,4.666994934,5.642965393,7.689104846
249.0361097,-2.307002563,4.656516724,6.035449219,7.964424405
